id,speed
0,47.65435028076172
1,47.59459686279297
2,39.55497360229492
3,24.831769943237305
4,38.01749038696289
5,24.167957305908203
6,17.041175842285156
7,50.18898391723633
8,48.92729187011719
9,35.102989196777344
10,32.94054412841797
11,24.515216827392578
12,24.88005828857422
13,22.74437141418457
14,25.83219337463379
15,42.74273681640625
16,45.8903694152832
17,44.008121490478516
18,48.80585861206055
19,48.96181106567383
20,47.49081039428711
21,43.70779800415039
22,16.732194900512695
23,28.408937454223633
24,24.303306579589844
25,18.188138961791992
26,19.42276954650879
27,19.092681884765625
28,16.37871551513672
29,13.7327880859375
30,24.55367088317871
31,43.533931732177734
32,49.41691589355469
33,29.26024627685547
34,28.44609832763672
35,27.725069046020508
36,20.847360610961914
37,20.654125213623047
38,40.08149719238281
39,37.03636932373047
40,39.46663284301758
41,47.14848327636719
42,47.49675369262695
43,43.14894485473633
44,21.085372924804688
45,17.29299545288086
46,18.386507034301758
47,14.247962951660156
48,38.12697982788086
49,50.07085418701172
50,49.96836853027344
51,15.156537055969238
52,21.54422378540039
53,20.508474349975586
54,19.460308074951172
55,19.334012985229492
56,10.609944343566895
57,11.001328468322754
58,20.88225555419922
59,33.935508728027344
60,36.8828010559082
61,40.61628341674805
62,33.604305267333984
63,38.9025993347168
64,50.147159576416016
65,48.40015411376953
66,47.28593063354492
67,45.86082077026367
68,43.6631965637207
69,29.383323669433594
70,20.427509307861328
71,15.741381645202637
72,14.491455078125
73,13.30163860321045
74,13.62344741821289
75,9.432344436645508
76,37.12516403198242
77,36.343849182128906
78,38.331790924072266
79,46.37761306762695
80,17.237106323242188
81,19.13760757446289
82,23.324052810668945
83,18.932025909423828
84,19.042015075683594
85,15.343988418579102
86,23.675790786743164
87,39.14755630493164
88,43.247928619384766
89,40.47981262207031
90,47.67023468017578
91,47.64985275268555
92,47.056400299072266
93,45.42839431762695
94,32.64344787597656
95,19.44293212890625
96,22.18951988220215
97,11.906250953674316
98,11.353109359741211
99,21.95832633972168
100,38.644161224365234
101,46.86486053466797
102,15.991569519042969
103,17.265714645385742
104,15.869614601135254
105,43.011192321777344
106,33.34617233276367
107,50.038658142089844
108,42.567359924316406
109,14.675976753234863
110,14.70846939086914
111,12.552135467529297
112,20.326244354248047
113,36.4141731262207
114,45.937095642089844
115,49.2684440612793
116,49.182167053222656
117,44.799964904785156
118,23.963272094726562
119,23.493404388427734
120,21.756017684936523
121,18.307899475097656
122,29.039871215820312
123,46.88066482543945
124,47.16219711303711
125,43.23779296875
126,40.8426399230957
127,36.94866943359375
128,41.84771728515625
129,33.82260513305664
130,49.15911865234375
131,46.87611770629883
132,46.10407638549805
133,32.78739547729492
134,23.591880798339844
135,26.593793869018555
136,40.60411834716797
137,46.04449462890625
138,49.85892868041992
139,48.30167007446289
140,47.40854263305664
141,45.0420036315918
142,28.340036392211914
143,15.667173385620117
144,21.571327209472656
145,17.758655548095703
146,18.30034065246582
147,48.398223876953125
148,49.51473617553711
149,47.56352615356445
150,47.4036865234375
151,16.355880737304688
152,17.96697235107422
153,17.07814598083496
154,8.916674613952637
155,22.01769256591797
156,36.988285064697266
157,44.20622634887695
158,41.47554016113281
159,45.268836975097656
160,48.75153350830078
161,49.311851501464844
162,48.172874450683594
163,46.961883544921875
164,44.564208984375
165,25.955829620361328
166,14.966667175292969
167,20.74302101135254
168,19.050247192382812
169,18.758901596069336
170,12.462562561035156
171,12.644411087036133
172,44.799644470214844
173,47.63078308105469
174,43.58642578125
175,27.03609275817871
176,20.42605972290039
177,17.72972869873047
178,18.442983627319336
179,13.232099533081055
180,45.91397476196289
181,49.034629821777344
182,49.323394775390625
183,48.99687576293945
184,39.757144927978516
185,20.71403694152832
186,17.626220703125
187,39.84971618652344
188,29.734867095947266
189,48.60542678833008
190,42.666290283203125
191,44.421348571777344
192,39.481361389160156
193,41.11992645263672
194,36.740543365478516
195,36.32065963745117
196,34.462799072265625
197,43.7025260925293
198,39.29008102416992
199,48.0744514465332
200,47.205509185791016
201,25.2691650390625
202,25.638456344604492
203,18.673688888549805
204,17.995418548583984
205,21.647981643676758
206,38.81979751586914
207,41.158302307128906
208,49.21430206298828
209,48.76301956176758
210,47.42291259765625
211,47.3814811706543
212,26.387941360473633
213,13.073936462402344
214,20.419118881225586
215,20.043354034423828
216,17.03110694885254
217,24.410110473632812
218,45.414188385009766
219,47.85076141357422
220,47.17755126953125
221,46.41004180908203
222,27.40705680847168
223,15.253307342529297
224,13.101344108581543
225,25.624515533447266
226,50.13060760498047
227,48.33007049560547
228,16.205059051513672
229,23.31125831604004
230,19.38453483581543
231,20.84672737121582
232,44.162864685058594
233,48.1673583984375
234,46.628849029541016
235,18.95968246459961
236,24.52153778076172
237,22.364669799804688
238,24.347606658935547
239,42.757179260253906
240,36.290931701660156
241,37.927734375
242,49.24027633666992
243,50.15500259399414
244,47.9537239074707
245,48.37956237792969
246,26.559751510620117
247,23.217546463012695
248,21.802125930786133
249,21.761655807495117
250,18.524646759033203
251,33.40159225463867
252,42.79386520385742
253,33.03318405151367
254,34.64692687988281
255,47.26205825805664
256,46.87009048461914
257,46.25627899169922
258,41.33707809448242
259,42.90205764770508
260,40.597965240478516
261,35.10304260253906
262,39.222267150878906
263,42.80915451049805
264,29.69264793395996
265,40.84200668334961
266,48.182464599609375
267,45.2843017578125
268,19.66813850402832
269,19.660961151123047
270,19.14266586303711
271,16.685468673706055
272,18.883663177490234
273,12.466557502746582
274,47.19972610473633
275,48.07827377319336
276,48.51937484741211
277,48.1015510559082
278,27.57546043395996
279,14.726261138916016
280,16.137712478637695
281,22.677444458007812
282,21.045984268188477
283,16.828821182250977
284,10.218955039978027
285,12.168657302856445
286,47.57073974609375
287,47.64798355102539
288,11.526021957397461
289,15.383923530578613
290,15.642379760742188
291,9.854018211364746
292,12.017441749572754
293,29.215194702148438
294,47.01340866088867
295,47.68193054199219
296,47.83687210083008
297,36.03862762451172
298,29.425888061523438
299,35.097564697265625
300,27.794925689697266
301,22.066879272460938
302,29.98086166381836
303,38.92772674560547
304,38.382232666015625
305,50.64912414550781
306,49.25575637817383
307,50.25687789916992
308,46.906517028808594
309,36.03977966308594
310,17.297443389892578
311,4.0574235916137695
312,39.639678955078125
313,38.046119689941406
314,38.44758224487305
315,49.780792236328125
316,46.99196243286133
317,44.59959411621094
318,37.64017868041992
319,40.512325286865234
320,45.7588005065918
321,46.50142288208008
322,45.63340759277344
323,45.02130126953125
324,30.70262336730957
325,34.848880767822266
326,40.18950653076172
327,38.40456771850586
328,36.1177864074707
329,32.149436950683594
330,29.44371795654297
331,41.629920959472656
332,48.6861572265625
333,47.319950103759766
334,44.37718963623047
335,52.10957717895508
336,46.365814208984375
337,46.290164947509766
338,18.803815841674805
339,23.67500877380371
340,20.96104621887207
341,26.532878875732422
342,38.536067962646484
343,40.25574493408203
344,47.734130859375
345,49.082340240478516
346,47.55708312988281
347,18.21575164794922
348,38.84186553955078
349,49.37275695800781
350,48.5338134765625
351,47.909793853759766
352,34.51035690307617
353,18.450593948364258
354,24.382972717285156
355,17.20779037475586
356,16.338184356689453
357,25.072467803955078
358,41.664371490478516
359,48.069496154785156
360,46.570743560791016
361,50.821475982666016
362,17.740175247192383
363,21.877046585083008
364,15.022028923034668
365,14.709797859191895
366,12.35436725616455
367,22.525625228881836
368,39.160587310791016
369,50.314308166503906
370,49.690185546875
371,48.77803039550781
372,47.74909973144531
373,15.671993255615234
374,19.210599899291992
375,7.5464935302734375
376,19.729753494262695
377,38.08710479736328
378,42.77206802368164
379,49.57614517211914
380,25.626562118530273
381,17.079710006713867
382,18.97063636779785
383,26.509071350097656
384,50.06245422363281
385,48.622562408447266
386,48.94087600708008
387,37.30455780029297
388,36.161216735839844
389,33.3363151550293
390,32.93877029418945
391,41.412841796875
392,46.405181884765625
393,48.72808074951172
394,47.215877532958984
395,36.963836669921875
396,32.335350036621094
397,26.731060028076172
398,22.76380157470703
399,17.262266159057617
400,12.453603744506836
401,37.60245895385742
402,35.879947662353516
403,47.508148193359375
404,47.39390182495117
405,44.015899658203125
406,31.787322998046875
407,19.111417770385742
408,22.182044982910156
409,21.415849685668945
410,19.64801788330078
411,10.856715202331543
412,40.500587463378906
413,37.655784606933594
414,43.47118377685547
415,48.3516731262207
416,48.275882720947266
417,47.70256805419922
418,47.367393493652344
419,30.260618209838867
420,18.308345794677734
421,9.875815391540527
422,42.176448822021484
423,38.23155212402344
424,49.611167907714844
425,50.211238861083984
426,48.492347717285156
427,38.429630279541016
428,30.533212661743164
429,45.043277740478516
430,41.602256774902344
431,47.75276565551758
432,47.097625732421875
433,46.235679626464844
434,23.32298469543457
435,34.63499450683594
436,29.196306228637695
437,24.690732955932617
438,47.45888137817383
439,47.497779846191406
440,48.58811950683594
441,38.468563079833984
442,30.879362106323242
443,32.096519470214844
444,27.615583419799805
445,34.98903274536133
446,33.182838439941406
447,34.00682067871094
448,46.12293243408203
449,46.6913948059082
450,47.364707946777344
451,45.39636993408203
452,47.80939483642578
453,43.5418586730957
454,45.43117141723633
455,43.98884963989258
456,44.42197799682617
457,46.140228271484375
458,47.80402374267578
459,48.832305908203125
460,37.51863098144531
461,29.577472686767578
462,30.645984649658203
463,26.801040649414062
464,30.40549659729004
465,38.84410095214844
466,48.74891662597656
467,49.63285827636719
